,sub_ingredients_id,sub_ingredients_text,id_ingredient,O_EAN13
2254,en:e330,acide citrique,fr:se acidifiants,1
2255,en:e330,citric acid,en:acid,1
2256,en:e412,e412,en:stabiliser,1
2257,en:e410,Johannisbrotkernmehl,en:thickener,1
2258,en:e410,Farine de graines de caroube,en:thickener,1
2259,en:e407'},e407,en:sterilized-cream,1
2260,en:e407'},carraghénanes,en:single-cream,1
2261,en:e407'},carraghénanes,en:fresh-cream,1
2262,en:e407,e407,en:thickener,1
2263,en:e407,e407,en:gelling-agent,1
2264,en:e407,dont stabilisant,en:single-cream,1
2265,en:e407,dont stabilisant,en:fresh-cream,1
2266,en:e407,carraghénanes'},en:cream,1
2267,en:e407,carraghénanes,en:stabiliser,1
2268,en:e401,e401,fr:poivron* bilisant,1
2269,en:e401,e401,en:stabiliser,1
2270,en:e401,alginate de sodium,en:gelling-agent,1
2271,en:e392,e392,en:antioxidant,1
2272,en:e392,Extrait de romarin,en:antioxidant,1
2273,en:e385,e385,en:antioxidant,1
2274,en:e363,acide succinique,en:acidity-regulator,1
2275,en:e341,phosphates de calcium,en:anti-caking-agent,1
2276,en:e330,e330,fr:tegulator,1
2277,en:e330,e330,fr:régulateurcfacidité,1
2278,en:e330,e330,fr:ail en poudre acidifiants,1
2279,en:e330,e330,en:antioxidant,1
2280,en:e330,e330,en:Acidifiant,1
2281,en:e330,dont acide citrique,en:tomato-pulp,1
2282,en:e330,citric acid,fr:acidity regulator,1
2283,en:egg,_œufs_,en:boiled-egg,1
2284,en:egg,_œufs_,fr:vin blanc des coteaux d'Aix-en-Provence,1
2285,en:egg,dont OEUF,en:natural-flavouring,1
2286,en:green-olives,Olives vertes,en:green-olives,1
2287,en:ham,jambon,fr:pâte de jambon,1
2288,en:ham,jambon,en:filling,1
2289,en:ham,Jambon de porc,en:ham,1
2290,en:halal-chicken-filet,filet de poulet halal,fr:filet de poulet cuit halal traité en salaison,1
2291,en:grilled-aubergines,aubergines grillées,en:aubergine,1
2292,en:green-olives,olives vertes,fr:crème d'olives vertes,1
2293,en:green-olives,olives vertes,fr:Tapenade verte,1
2294,en:green-olives,olives vertes,fr:Olives vertes farcles au poivron,1
2295,en:green-olives,olives vertes,en:olives,1
2296,en:green-olives,olive verte,en:olives,1
2297,en:green-olives,olive verte,en:green-olives,1
2298,en:green-olives,green olives,en:olives,1
2299,en:green-olives,Olives vertes,fr:YdfiEDlENTS,1
2300,en:grape-juice,Jus de raisin,fr:crème à base de vinaigre balsamique de Modène,1
2301,en:egg,oeufS,fr:Fozyme,1
2302,en:grana-padano-pdo-cheese,Grana Padano AOP,en:cheese,1
2303,en:grana-padano,_Grana Padano_,fr:fromage-rape,1
2304,en:grana-padano,_GRANA PADANO_,fr:_FROMAGES_ italiens,1
2305,en:grana-padano,_GRANA PADANO_,en:cheese,1
2306,en:gorgonzola,gorgonzola,en:cheese,1
2307,en:goat-s-milk,lait de chèvre,en:pecorino-romano,1
2308,en:gluten,gluten,fr:jus de trfis de blé,1
2309,en:gluten,gluten,en:flavouring,1
2310,en:gluten,gluten,en:Fabriqué dans un atelier utilisant,1
2311,en:gluten,dont _gluten_,en:flavouring,1
2312,en:gluten,arômes,en:beef-broth,1
2313,en:gluten,_gluten_,en:wheat-flour,1
2314,en:gluten,Caltent,en:white-pepper,1
2315,en:ham,jambon de porc,en:cooked-ham,1
2316,en:ham,jambon de porc,fr:jambon blanc cuit supérieur,1
2317,en:ham,jambon de porc,fr:jambon cuit supérieur aux herbes,1
2318,en:hard-cheese,queso duro,fr:fromage-rape,1
2319,en:lysozyme-from-eggs,contient lysozyme d'œuf,en:grana-padano,1
2320,en:lysozyme-from-eggs,contient lysozyme d'_œuf_,en:grana-padano,1
2321,en:lysozyme-from-eggs,contient du lysozyme d'œuf,fr:mélange de fromages,1
2322,en:lysozyme-from-eggs,"contient du lysozyme d'oeuf""}",en:cheese,1
2323,en:lysozyme-from-eggs,contient du lysozyme d'oeuf,en:grana-padano-pdo-cheese,1
2324,en:lysozyme-from-eggs,contient du lysozyme d'_oeuf_,en:grana-padano,1
2325,en:lysozyme-from-eggs,Lysozym aus _Ei_,en:cheese,1
2326,en:light-cream,creme légère,fr:creme-fraiche-legere-epaisse,1
2327,en:light-cream,_crème_ légère,fr:creme-fraiche-legere-epaisse,1
2328,en:lentils,Lentilles,fr:Lentilles cuisinées à la graisse d'oie French baked lentils i ingédients,1
2329,en:lemon-juice,jus de citron,en:wheat-flour,1
2330,en:lemon,citrons,fr:citrons confits au sel,1
2331,en:lemon,citron jaune,fr:puree-de-citron-sucree,1
2332,en:lemon,citron jaune,fr:beurre-purée de citron jaune sucrée,1
2333,en:lemon,citron,en:lemon-puree,1
2334,en:lemon,citron,en:lemon,1
2335,en:lemon,Citron,fr:pâte de citron,1
2336,en:lard,saindoux,fr:lactose saindoux,1
2337,en:lard,gras de porc,fr:Mousse de canard,1
2338,en:lactose,dont lactose,en:natural-flavouring,1
2339,en:lactose,_lactose_,en:natural-onion-flavouring,1
2340,en:lactose,_lactose_,en:natural-flavouring,1
2341,en:lactose,_lactose_,en:goat-cheese,1
2342,en:katsuwonus-pelamis,katsuwonus pelamis,en:skipjack-tuna,1
2343,en:juice,jus,en:lime,1
2344,en:hot-chili-peppers,piment fort,en:herb,1
2345,en:horn-of-plenty,Trompettes des morts,en:mushroom,1
2346,en:glucose-syrup,sirop de glucose,en:e150,1
2347,en:ginger,gingembre,en:spice,1
2348,en:gherkin,pepinillos,es:Mezcla de hortalizas en proporción variable,1
2349,en:fish,poisson,en:sardine-fillets,1
2350,en:fish,poisson,en:fish-sauce,1
2351,en:fish,poisson,en:alaska-pollock,1
2352,en:fish,dont _poisson_,en:natural-flavouring,1
2353,en:fish,dont POISSON,en:flavouring,1
2354,en:fish,cabillaud,fr:fumet-de-poisson,1
2355,en:fish,_poissons_,fr:allaches,1
2356,en:fish,_poisson_,fr:Salmo salan,1
2357,en:fish,_poisson_,en:tuna,1
2358,en:fish,_poisson_,en:trout,1
2359,en:fish,_poisson_,en:pink-salmon,1
2360,en:fish,_poisson_,en:atlantic-salmon,1
2361,en:fish,_poisson_,en:anchovy-paste,1
2362,en:fish,_poisson_,en:alaska-pollock,1
2363,en:fish,Poisson,fr:sadcedepojs50 OIS,1
2364,en:fish,Poisson,fr:accompagne,1
2365,en:fish,POISSON,en:cod,1
2366,en:fig,figues,fr:confiture de figues,1
2367,en:extrait de noix de coco,extrait de noix de coco,en:Lait de coco,1
2368,en:extrait d'anchois,extrait d'anchois,en:sauce de poisson,1
2369,en:en poudre,en poudre,en:piment,1
2370,en:en poudre,en poudre,en:oignon,1
2371,en:en poudre,en poudre,en:ail,1
2372,en:emulsifier,émulsifiants,en:potato-flakes,1
2373,en:emmental,fromage emmental,en:cheese,1
2374,en:emmental,emmental,fr:fondu,1
2375,en:egg-white,blanc d'oeuf,fr:mélange d'oeufs,1
2376,en:egg,œuf,en:grana-padano,1
2377,en:fish,poisson,en:nuoc-mam,1
2378,en:fish,poisson,en:tuna,1
2379,en:gherkin,cornichons,fr:relish de cornichons,1
2380,en:fish,poisson,fr:Piment correcteur d Tontenir des traces de,1
2381,en:gherkin,cornichons,fr:cornichons au jus,1
2382,en:gherkin,cornichons,en:vinegar-gherkin,1
2383,en:gherkin,cornichons,en:juice,1
2384,en:gherkin,cornichon,en:gherkin,1
2385,en:garlic-powder,ail en poudre,en:spice,1
2386,en:garlic,ail²,en:herbs-and-spices,1
2387,en:garlic,ail,fr:sel purée d'ail,1
2388,en:garlic,ail,fr:préparation légumes,1
2389,en:garlic,ail,"fr:extraits naturels et aromates dont 1,2 % de",1
2390,en:garlic,ail,fr:ail au vinaigre,1
2391,en:garlic,ail,en:garlic-paste,1
2392,en:garlic,Knoblauch,en:spice,1
2393,en:garlic,Knoblauch,en:curry-powder,1
2394,en:garlic,Garlic,en:garlic,1
2395,en:garlic,Ail,fr:Grillé,1
2396,en:garlic,AIL,en:garlic,1
2397,en:fromage-blanc,fromage blanc,en:dill,1
2398,en:frisee-lettuce,frisée,fr:melange-de-salades,1
2399,en:fresh-onions,oignons frais,fr:legumes-frais,1
2400,en:flavour-enhancer,exhausteurs de goût,en:smoke-flavouring,1
2401,en:flaked-almonds,Amandes Effilées,en:tree-nuts,1
2402,en:fish'},anchois,fr:olives vertes cassées Salonenque et Béruauette de Provence anchoiade,1
2403,en:fish'},anchois,en:anchovy,1
2404,en:fish,poissons,fr:Tomate thon,1
2405,en:fish,poisson,fr:olin d'Alaska,1
2406,en:fish,poisson,fr:dethon et fromage frais ingrédients Thon,1
2407,en:fish,poisson,fr:alaci,1
2408,sv:indeholder selleri,indeholder selleri,sv:krydderier,1
