,id_ingredient,text,O_EAN13
2089,fr:proteines-de-ble,protéines de blé,2
2090,en:basil,Basil,2
2091,en:sugar,SUcre,2
2092,en:ham,jambon,2
2093,en:sugar,SUCre,2
2094,en:sugar,AZUCAR,2
2095,en:ham,JAMBON,2
2096,en:spice-extract,spice extracts,2
2097,fr:arome-naturel-de-champignon,arôme naturel de champignon,2
2098,fr:fumet-de-poisson,fumet de _poisson_,2
2099,fr:huile-de-soja-entierement-raffinee,huile de soja entièrement raffinée,2
2100,en:dough,_pâte_,2
2101,en:dough,pâte,2
2102,en:goat-cheese,_fromage_ de chèvre,2
2103,fr:semoule-de-ble-dur-precuite,semoule de _blé_ dur précuite,2
2104,fr:poulet-roti-traite-en-salaison,poulet rôti traité en salaison,2
2105,en:herb,Gewürz,2
2106,fr:pour plus d'informations,pour plus d'informations,2
2107,fr:préparation légumes,préparation légumes,2
2108,en:bamboo-fibre,fibre de bambou,2
2109,en:harissa,harissa,2
2110,en:sugar,socker,2
2111,fr:préparation de viande bovine précuite,préparation de viande bovine précuite,2
2112,fr:sel non traité,sel non traité,2
2113,en:bamboo-shoot,pousse de bambou,2
2114,fr:préparation de tomates,préparation de tomates,2
2115,en:bamboo-shoot-fiber,fibre de pousse de bambou,2
2116,fr:préparation de fromage fondu,préparation de fromage fondu,2
2117,en:ground-white-pepper,poivre blanc moulu,2
2118,en:ground-almonds,amandes moulues,2
2119,en:sulfite,dont SULFITES,2
2120,fr:www.rspo.org,www.rspo.org,2
2121,en:green-chili-pepper,Piments verts,2
2122,fr:Pulpe de tomates avec morceaux et purée de tomates mi-réduite à base de concentré,Pulpe de tomates avec morceaux et purée de tomates mi-réduite à base de concentré,2
2123,en:whole-egg,oeuf entier,2
2124,fr:Purée de tomate de Provence et Languedoc à base de concentré,Purée de tomate de Provence et Languedoc à base de concentré,2
2125,en:desiccated-coconut,noix de coco déshydratée,2
2126,fr:arôme naturel de capsicum,arôme naturel de capsicum,2
2127,en:stabiliser,stabilisateur,2
2128,fr:wine vinegar,wine vinegar,2
2129,en:desiccated-coconut,noix de coco séchée,2
2130,en:barley-malt-extract,extrait de malt d'_orge_,2
2131,en:whole-egg,œuf entier,2
2132,en:stabiliser,Stabiliser,2
2133,en:green-olives,olive verte,2
2134,en:green-onion,oignon vert,2
2135,fr:proteines-de-lait-en-poudre,protéines de _lait_ en poudre,2
2136,en:whole-milk,_Lait_ entier,2
2137,en:barley-flour,farine d'_orge_,2
2138,fr:arôme naturel de feuille de coriandre,arôme naturel de feuille de coriandre,2
2139,en:starch,fécule,2
2140,fr:arome-naturel-de-muscade,arôme naturel de noix de muscade,2
2141,en:grape-must,moût de raisins,2
2142,en:grilled-tomato,tomates grillées,2
2143,en:white-wine-vinegar,Vinaigre de vin blanc,2
2144,en:basil,Albahaca,2
2145,en:green-and-black-olives,olives vertes et noires,2
2146,en:spirit-vinegar,Spirit vinegar,2
2147,en:whole-egg,_oeufs_ entiers,2
2148,en:dehydrated-potato-flakes,flocon de pomme de terre déshydraté,2
2149,en:grilled-aubergines,aubergine grillée,2
2150,en:barley-malt-vinegar,vinaigre de malt d'orge,2
2151,fr:Purée de tomates de Provence,Purée de tomates de Provence,2
2152,fr:Pulpe de tomate avec morceaux et concentré de tomate,Pulpe de tomate avec morceaux et concentré de tomate,2
2153,en:whole-milk,lait entier,2
2154,fr:préparation pour fond de veau,préparation pour fond de veau,2
2155,en:dextrose,Dextrose,2
2156,en:bacon,speck,2
2157,en:dried-aubergine,aubergines séchées,2
2158,fr:Produit en Italie,Produit en Italie,2
2159,en:dried-apricots,abricots secs,2
2160,fr:poudre de curry massaman,poudre de curry massaman,2
2161,fr:anhydride sulfureux résiduel,anhydride sulfureux résiduel,2
2162,en:herb,mélange de plantes aromatiques,2
2163,en:herb,piante aromatiche,2
2164,en:dried-basil,basilic séché,2
2165,en:xeres-vinegar,vinaigre de Xérès,2
2166,en:date,dattes,2
2167,fr:fromage-frais-a-0-de-matiere-grasse,Fromage frais à 0% de matière grasse,2
2168,en:herb-extract,Herb Extracts,2
2169,en:herb,plantes* aromatiques,2
2170,fr:poudre-au-beurre,poudre au _beurre_,2
2171,en:spice,Épices,2
2172,en:glucose-syrup,jarabe de glucosa,2
2173,fr:vous soutenez la filière huile de palme durable rspo et contribuez à préserver nos ressources naturelles,vous soutenez la filière huile de palme durable rspo et contribuez à préserver nos ressources naturelles,2
2174,en:glucose-fructose-syrup,glucose-fructose syrup,2
2175,fr:ascorbic acid,ascorbic acid,2
2176,fr:﻿huile d'olive vierge extra extraite à froid,﻿huile d'olive vierge extra extraite à froid,2
2177,fr:émulsiﬁant,émulsiﬁant,1
2178,fr:du Sud-Ouest,du Sud-Ouest,1
2179,fr:esrùsaunatvel lienne endèeen torœte séchée etchamplgron Uvüielb,esrùsaunatvel lienne endèeen torœte séchée etchamplgron Uvüielb,1
2180,it:destrosi0,destrosi0,1
2181,fr:édients,édients,1
2182,fr:dta,dta,1
2183,fr:esters citrique des mono- et dyglicérides d'acides gras,esters citrique des mono- et dyglicérides d'acides gras,1
2184,fr:fromage blanc 6‚7,fromage blanc 6‚7,1
2185,fr:graines et téguments de _moutarde_,graines et téguments de _moutarde_,1
2186,it:CORRETTORE DI ACDTA ACIDO LATTICO ANTIOSSIDANTE,CORRETTORE DI ACDTA ACIDO LATTICO ANTIOSSIDANTE,1
2187,fr:graines dlanis,graines dlanis,1
2188,fr:graines de vinaigre,graines de vinaigre,1
2189,it:delle Assunzioni di riferimento di un adulto medio,delle Assunzioni di riferimento di un adulto medio,1
2190,fr:exfiit dépica onseils de conservation,exfiit dépica onseils de conservation,1
2191,fr:fromage affinés,fromage affinés,1
2192,fr:esters citriques de monoglycérides et diglycérides d'acides gras,esters citriques de monoglycérides et diglycérides d'acides gras,1
2193,fr:fromage _Parmigiano Reggiano_,fromage _Parmigiano Reggiano_,1
2194,fr:dryplace Use Within 6 month5 of opening and before the best before end date,dryplace Use Within 6 month5 of opening and before the best before end date,1
2195,fr:dried tomatoes,dried tomatoes,1
2196,fr:esters citriques des mono- et diglycérides dîacides grass lécithines de tournesol,esters citriques des mono- et diglycérides dîacides grass lécithines de tournesol,1
2197,fr:exalte pleinement ses arômes,exalte pleinement ses arômes,1
2198,fr:double huile de tournesol,double huile de tournesol,1
2199,fr:exfra,exfra,1
2200,fr:fromages italiens déshydratés,fromages italiens déshydratés,1
2201,fr:énerqie tvÉpyaa,énerqie tvÉpyaa,1
2202,"fr:double concentre de tomates 9,5 % ail",double concentre de tomates 9.5% ail,1
2203,fr:du porc et du tâtions sont nombreuses,du porc et du tâtions sont nombreuses,1
2204,fr:erbe e spezie,erbe e spezie,1
2205,fr:fromages italiens,fromages italiens,1
2206,fr:ée de tomate,ée de tomate,1
2207,it:Carne suina,Carne suina,1
2208,fr:erra litginoliltd i cashewnut,erra litginoliltd i cashewnut,1
2209,fr:graines-de-celeri,graines de CÉLERI,1
2210,fr:fromage de brebis Pecorino Romano AOP,fromage de brebis Pecorino Romano AOP,1
2211,fr:émulsionnée Sauce froide ln rédients,émulsionnée Sauce froide ln rédients,1
2212,fr:es 13 Ï cornichons saumurés c vinaigre d'alcool,es 13 Ï cornichons saumurés c vinaigre d'alcool,1
2213,fr:graines-de-carvi,graines de carvi,1
2214,fr:frische Karotten,frische Karotten,1
2215,fr:es NaUjrcl Piny,es NaUjrcl Piny,1
2216,it:gomma di cantano,gomma di cantano,1
2217,it:green olives,green olives,1
2218,fr:gène,gène,1
2219,fr:escalope de dinde reconstituée traitée en salaison panée cuite,escalope de dinde reconstituée traitée en salaison panée cuite,1
2220,fr:esence d'origan et de thym,esence d'origan et de thym,1
2221,fr:fromage danbo,fromage danbo,1
2222,fr:graines-de-celeri,graine de _céleri_,1
2223,fr:double concentré de tomates-ail,double concentré de tomates-ail,1
2224,fr:double concentré,double concentré,1
2225,fr:fromages à pâte pressée,fromages à pâte pressée,1
2226,fr:estratto di rosmarino,estratto di rosmarino,1
2227,fr:et pour .n endives au jambon,et pour .n endives au jambon,1
2228,fr:graines de sésame fruits à coque,graines de sésame fruits à coque,1
2229,fr:fromages râpé Yh Padano,fromages râpé Yh Padano,1
2230,it:CONTENERE UOVA,CONTENERE UOVA,1
2231,fr:ex teur de goût difiants,ex teur de goût difiants,1
2232,fr:fromage Padano AOP,fromage Padano AOP,1
2233,"fr:fromage ""Parmigiano Reggiano""","fromage ""Parmigiano Reggiano""",1
2234,it:Parmigiano Reggiano DOP,Parmigiano Reggiano DOP,1
2235,fr:et pret ! Au microondes,et pret ! Au microondes,1
2236,it:PADANO,PADANO,1
2237,fr:épaississ nts,épaississ nts,1
2238,fr:épaississanb,épaississanb,1
2239,fr:généreuse garniecle morcax gn grande pê!e,généreuse garniecle morcax gn grande pê!e,1
2240,fr:graines de soja déshuilées,graines de soja déshuilées,1
2241,fr:fromage Gorgonzola AOP,fromage Gorgonzola AOP,1
2242,fr:génée,génée,1
2243,fr:etàconsommel,etàconsommel,1
2244,fr:épaississent i alginate de sodium,épaississent i alginate de sodium,1
2245,fr:fromage Grena Pedano DOP,fromage Grena Pedano DOP,1
2246,fr:fromage Grano Padano AOP,fromage Grano Padano AOP,1
2247,fr:eu,eu,1
2248,fr:fromage Parmigiano Reggiano,fromage Parmigiano Reggiano,1
2249,fr:graines de sésame noir,graines de sésame noir,1
2250,it:May contain stones,May contain stones,1
2251,fr:et en avec une viande rouge type faux-filepou entrecôte grillée,et en avec une viande rouge type faux-filepou entrecôte grillée,1
2252,fr:gélatine bovine et porcine,gélatine bovine et porcine,1
2253,fr:gélifant,gélifant,1
2254,fr:fromage Parmigiano-Regiano AOP,fromage Parmigiano-Regiano AOP,1
2255,fr:fromage Parmigiano reggiano,fromage Parmigiano reggiano,1
2256,fr:et,et,1
2257,fr:frite,frite,1
2258,fr:et agrémentez d'un filet d'huile vierge extra,et agrémentez d'un filet d'huile vierge extra,1
2259,fr:graines-de-celeri,graines de _céleri_,1
2260,fr:fromage-de-chevre-au-lait-pasteurise,fromage de chèvre au lait pasteurisé,1
2261,fr:double concentré de V tomates,double concentré de V tomates,1
2262,fr:fromag e fras uécrémé,fromag e fras uécrémé,1
2263,fr:graines de tournesol basilic,graines de tournesol basilic,1
2264,fr:et extrait naturel d'anis,et extrait naturel d'anis,1
2265,fr:et marinade I teriyaki saus et marinade soja Graines de soja,et marinade I teriyaki saus et marinade soja Graines de soja,1
2266,fr:graines de sésame* sulfites,graines de sésame* sulfites,1
2267,fr:fromage-au-lait-pasteurise,_fromage_ au lait pasteurisé,1
2268,fr:fromage-au-lait-pasteurise,_fromage_au _lait_ pasteurisé,1
2269,fr:fromage Parmigiano Reggiano râpé,fromage Parmigiano Reggiano râpé,1
2270,it:Ingredients,Ingredients,1
2271,fr:double concentré de Th,double concentré de Th,1
2272,fr:esters mono- et diacétyl-tartriques des mono,esters mono- et diacétyl-tartriques des mono,1
2273,it:H funghi prataioli coltivati,H funghi prataioli coltivati,1
2274,fr:fromages durs,fromages durs,1
2275,it:Polpa di pomedoro,Polpa di pomedoro,1
2276,fr:e R,e R,1
2277,fr:graisse dole,graisse dole,1
2278,fr:fromage-frais-a-la-ciboulette,_fromage_ frais à la ciboulette,1
2279,it:FORMAGGIO GRANA,FORMAGGIO GRANA,1
2280,fr:ea t graine de soja,ea t graine de soja,1
2281,fr:également en nappage de vos légumes,également en nappage de vos légumes,1
2282,it:Pasa di pomodoro,Pasa di pomodoro,1
2283,fr:fromage grana padano AOPéô,fromage grana padano AOPéô,1
2284,fr:ea échalote,ea échalote,1
2285,fr:eau carotte,eau carotte,1
2286,fr:éersil,éersil,1
2287,fr:e Pefit lait,e Pefit lait,1
2288,fr:dès sources de chaleunt e M corcercle Cnserver dans un endro *iiréfrgérateur et consommerdansle31 Unefois la boîte ouverte,dès sources de chaleunt e M corcercle Cnserver dans un endro *iiréfrgérateur et consommerdansle31 Unefois la boîte ouverte,1
2289,fr:gras et graisse de porc,gras et graisse de porc,1
2290,fr:eau concentré de tomates,eau concentré de tomates,1
2291,fr:graisse decafiardÇtomate,graisse decafiardÇtomate,1
2292,fr:eau creme-fonds de poulet,eau creme-fonds de poulet,1
2293,fr:eau graines de moutarde,eau graines de moutarde,1
2294,fr:fromage fromage gorgonzola,fromage fromage gorgonzola,1
2295,fr:eau huile d'olive vierge extra,eau huile d'olive vierge extra,1
2296,it:Pomodori seccati al sole,Pomodori seccati al sole,1
2297,fr:e Pau Lebensmittelwerke GmbH Münsbrstrale 9-11,e Pau Lebensmittelwerke GmbH Münsbrstrale 9-11,1
2298,fr:fromage-rape,_fromage_ râpé,1
2299,fr:graisse de décor,graisse de décor,1
2300,fr:e SULLA G,e SULLA G,1
2301,fr:ea gumes,ea gumes,1
2302,fr:eRooorro IN,eRooorro IN,1
2303,fr:e535 max,e535 max,1
2304,fr:e tomate,e tomate,1
2305,fr:grand epeautre,grand epeautre,1
2306,fr:e à partir de lait,e à partir de lait,1
2307,fr:e d'alcool,e d'alcool,1
2308,fr:e-ryeçonsetvation,e-ryeçonsetvation,1
2309,fr:e160a pâte cuite,e160a pâte cuite,1
2310,fr:grand épeautre* précuit,grand épeautre* précuit,1
2311,fr:grana padano lait,grana padano lait,1
2312,fr:élevé,élevé,1
2313,fr:e202-persil,e202-persil,1
2314,fr:fromage-maigre,fromage maigre,1
2315,fr:fromage-rape,FROMAGE râpé,1
2316,fr:fromage à pâte filée,fromage à pâte filée,1
2317,fr:e270 sirop de glucose,e270 sirop de glucose,1
2318,it:Consenaei 140ge Da consumare entro,Consenaei 140ge Da consumare entro,1
2319,fr:gras de bæuf,gras de bæuf,1
2320,fr:graisses animala de canard et agneau,graisses animala de canard et agneau,1
2321,fr:e270e,e270e,1
2322,fr:fromage pecorino AOP,fromage pecorino AOP,1
2323,fr:e4339,e4339,1
2324,fr:fromage nature au _lait_ pasteurisé,fromage nature au _lait_ pasteurisé,1
2325,fr:émincé de filet de chapon traité en salaison cuit rôti,émincé de filet de chapon traité en salaison cuit rôti,1
2326,"fr:émincé de filet de poulet traité en salaison 17,5 % filet de poulet",émincé de filet de poulet traité en salaison 17.5% filet de poulet,1
2327,fr:eau-jus de citron concentré,eau-jus de citron concentré,1
2328,fr:eau-purée de tomates double concentrée-sirop de fructose-glucose vinaigre d'alcool sirop de sucre candi sucre-amidon modifié de mais,eau-purée de tomates double concentrée-sirop de fructose-glucose vinaigre d'alcool sirop de sucre candi sucre-amidon modifié de mais,1
2329,fr:e BLE,e BLE,1
2330,it:Prodotto sterilizzato,Prodotto sterilizzato,1
2331,it:farina di anacardi,farina di anacardi,1
2332,fr:en remuant Au min-l dans un rét couvert Cuisihée h0S aFe,en remuant Au min-l dans un rét couvert Cuisihée h0S aFe,1
2333,fr:energia,energia,1
2334,it:Può contenere noccioli di olive,Può contenere noccioli di olive,1
2335,fr:enerqy,enerqy,1
2336,fr:enthält Gluten aus Weizen und Soja,enthält Gluten aus Weizen und Soja,1
2337,fr:fromage à pâte pressée,fromage à pâte pressée,1
2338,fr:enthält Senf,enthält Senf,1
2339,fr:fromage de gouda,fromage de gouda,1
2340,fr:gratins,gratins,1
2341,it:formaggio Parmigiano Reggiano D.O.P,formaggio Parmigiano Reggiano D.O.P,1
2342,it:Concentrato di vegetali e di frutta,Concentrato di vegetali e di frutta,1
2343,fr:eou.graines de SOJA,eou.graines de SOJA,1
2344,fr:fromage-rape,queso rallado,1
2345,fr:fromage de chèvre de Provence,fromage de chèvre de Provence,1
2346,fr:grains de _blé_,grains de _blé_,1
2347,fr:fromage de brebis pecorino romano aop,fromage de brebis pecorino romano aop,1
2348,fr:equivalent viande crue,equivalent viande crue,1
2349,fr:eqy,eqy,1
2350,fr:er.t,er.t,1
2351,fr:grand padano,grand padano,1
2352,fr:gu lal telert Les informations en gras sont destindes Ox personnes ollergiques,gu lal telert Les informations en gras sont destindes Ox personnes ollergiques,1
2353,fr:fromages affinés,fromages affinés,1
2354,fr:en Italie Tomates,en Italie Tomates,1
2355,fr:en,en,1
2356,fr:eau.Viande bovine mise en oeuvre,eau.Viande bovine mise en oeuvre,1
2357,fr:elt,elt,1
2358,fr:eauViande bovine mise en oeuvre,eauViande bovine mise en oeuvre,1
2359,fr:fromage-rape,_fromage_ râpés,1
2360,fr:graisse de couverture,graisse de couverture,1
2361,fr:fromage frais au lait et crème pasteurisés,fromage frais au lait et crème pasteurisés,1
2362,fr:fromage-frais-a-0-de-matiere-grasse,fromage frais à 0% de matière grasse,1
2363,fr:echalote-deshydratee,échalotes déshydratées,1
2364,fr:edients de tomates,edients de tomates,1
2365,fr:ee groene paprika's,ee groene paprika's,1
2366,it:fibra di mais,fibra di mais,1
2367,fr:fromage-rape,formaggio grattugiato,1
2368,fr:eftose,eftose,1
2369,fr:désulfiter de potassium,désulfiter de potassium,1
2370,fr:émulsifiant esters citriques des mono- et diglycérides d'acides gras,émulsifiant esters citriques des mono- et diglycérides d'acides gras,1
2371,fr:grains de cumin,grains de cumin,1
2372,fr:fromage dur italien,fromage dur italien,1
2373,fr:dés de toma- d' Concentré de tomates,dés de toma- d' Concentré de tomates,1
2374,fr:fromage dur,fromage dur,1
2375,fr:grains de _moutarde_,grains de _moutarde_,1
2376,fr:ehura bologica From agricılture gnaiture,ehura bologica From agricılture gnaiture,1
2377,fr:ekstrakty przypraw i ziół,ekstrakty przypraw i ziół,1
2378,it:Pomodori semi-secchi,Pomodori semi-secchi,1
2379,fr:el presure,el presure,1
2380,fr:elle donnera de la couleur et de la saveur a s eau,elle donnera de la couleur et de la saveur a s eau,1
2381,fr:graisse de canard 1811 demi-écrémé,graisse de canard 1811 demi-écrémé,1
2382,fr:fleur de sel de Salies de Béarn,fleur de sel de Salies de Béarn,1
2383,fr:épice] .- fromage Parmigiano,épice] .- fromage Parmigiano,1
2384,fr:fe,fe,1
2385,fr:ércncc avar,ércncc avar,1
2386,fr:﻿oignons,﻿oignons,1
2387,fr:foie,Foie,1
2388,fr:érythorbateli de sodium,érythorbateli de sodium,1
2389,fr:éventuelles de mollusques,éventuelles de mollusques,1
2390,fr:farine de noix de cajou,farine de noix de cajou,1
2391,fr:fèves de sojat blé,fèves de sojat blé,1
2392,fr:farine de nz,farine de nz,1
2393,fr:farine et concassé de _NOIX_ DE ajou,farine et concassé de _NOIX_ DE ajou,1
2394,fr:farine précuite de sarrasin,farine précuite de sarrasin,1
2395,fr:gome de xanthane,gome de xanthane,1
2396,fr:fécule de pomme de fromage de colza,fécule de pomme de fromage de colza,1
2397,fr:fat,fat,1
2398,fr:flocons-de-pomme-de-terre-rehydrates,flocon de pomme de terre réhydraté,1
2399,fr:fricadelles précuites,fricadelles précuites,1
2400,fr:fe Purée de tomate concentrée,fe Purée de tomate concentrée,1
2401,fr:gom,gom,1
2402,fr:îûi,îûi,1
2403,fr:fenoui,fenoui,1
2404,fr:ferments lactiques et d'affinages,ferments lactiques et d'affinages,1
2405,fr:fern von Nach dem Offnen im Kühlschrankca,fern von Nach dem Offnen im Kühlschrankca,1
2406,fr:ïquivalent viande crue,ïquivalent viande crue,1
2407,fr:ômes naturels,ômes naturels,1
2408,fr:feu,feu,1
2409,fr:go,go,1
2410,fr:feuille de fenugre séchée,feuille de fenugre séchée,1
2411,fr:flocons de terre,flocons de terre,1
2412,fr:glutlamate de sodium,glutlamate de sodium,1
2413,fr:farine de ma!s,farine de ma!s,1
2414,fr:funs,funs,1
2415,fr:farine de lé ci sel,farine de lé ci sel,1
2416,fr:équivaut à 8 % de viande crue,équivaut à 8% de viande crue,1
2417,fr:fabriqué dans une usine utilisant également soja,fabriqué dans une usine utilisant également soja,1
2418,fr:équivaut à 25 % de viande crue,équivaut à 25% de viande crue,1
2419,fr:fabriqué dons un atelier iJtitrnnt,fabriqué dons un atelier iJtitrnnt,1
2420,it:anacardi copercti,anacardi copercti,1
2421,fr:gomme gaur,gomme gaur,1
2422,it:calt,calt,1
2423,fr:farce d'amande,farce d'amande,1
2424,fr:farce d'anchois,farce d'anchois,1
2425,fr:farce des ravioli,farce des ravioli,1
2426,"it:"" 8% aceto di vino",""" 8% aceto di vino",1
2427,fr:gomme de,gomme de,1
2428,fr:farina de sel,farina de sel,1
2429,fr:farine de B,farine de B,1
2430,fr:fumé au bois de hêtre et son huile exsudée,fumé au bois de hêtre et son huile exsudée,1
2431,fr:farine de __NOIX DE CAJOU_,farine de __NOIX DE CAJOU_,1
2432,it:basilico genovese DOP,basilico genovese DOP,1
